Geo Point;Geo Shape;ins_nom;ins_com;ins_insee;eqt_nb;objectid;ins_id;ins_interc;ins_partic
48.9895300005,1.74440999937;"{""type"": ""Point"", ""coordinates"": [1.7444099993653, 48.98953000049587]}";SALLE KERGOMARD;Limay;78335;1;2990;783350004;Grand Paris Seine & Oise;Non
48.862946668,2.12011333206;"{""type"": ""Point"", ""coordinates"": [2.120113332061644, 48.86294666803836]}";GYMNASE ET PLATEAU D'EVOLUTION JACQUES TASSIN;Louveciennes;78350;9;3006;783500001;Saint Germain Boucles de Seine;Complexe sportif
48.7232350009,2.07725500051;"{""type"": ""Point"", ""coordinates"": [2.077255000511948, 48.72323500087346]}";AIRE SPORTIVE DU CENTRE BOURG;Magny-les-Hameaux;78356;2;3025;783560007;Saint-Quentin-en-Yvelines;Non
48.9440750016,2.15040499887;"{""type"": ""Point"", ""coordinates"": [2.150404998871553, 48.94407500157891]}";PALAIS OMNISPORTS PIERRE DUPRE;Maisons-Laffitte;78358;8;3026;783580001;Saint Germain Boucles de Seine;Complexe sportif
48.9536800005,2.13600000044;"{""type"": ""Point"", ""coordinates"": [2.136000000440993, 48.9536800005166]}";COLLEGE COCTEAU;Maisons-Laffitte;78358;1;3030;783580005;Saint Germain Boucles de Seine;Etablissement scolaire
48.9528700009,2.15559999992;"{""type"": ""Point"", ""coordinates"": [2.155599999923532, 48.952870000921024]}";COLLEGE L'HERMITAGE;Maisons-Laffitte;78358;3;3041;783580016;Saint Germain Boucles de Seine;Etablissement scolaire
49.0011000008,1.69485000058;"{""type"": ""Point"", ""coordinates"": [1.694850000580849, 49.00110000076473]}";GYMNASE MICHEL CHERENCEY;Mantes-la-Jolie;78361;2;3049;783610003;Grand Paris Seine & Oise;Non
49.0008000011,1.68352999979;"{""type"": ""Point"", ""coordinates"": [1.683529999792762, 49.00080000105078]}";GYMNASE PIERRE SOUQUET;Mantes-la-Jolie;78361;4;3050;783610004;Grand Paris Seine & Oise;Non
48.9964400007,1.68477999954;"{""type"": ""Point"", ""coordinates"": [1.684779999538427, 48.99644000067013]}";PLATEAU DES ECRIVAINS;Mantes-la-Jolie;78361;1;3083;783610042;Grand Paris Seine & Oise;Non
48.9636000014,1.71564000013;"{""type"": ""Point"", ""coordinates"": [1.715640000126842, 48.96360000135019]}";COLLEGE DE LA VAUCOULEURS;Mantes-la-Ville;78362;2;3099;783620011;Grand Paris Seine & Oise;Etablissement scolaire
48.8623325028,2.08357249672;"{""type"": ""Point"", ""coordinates"": [2.083572496720226, 48.8623325028497]}";STADE FRANCOIS HENRI DE VIRIEU;Marly-le-Roi;78372;11;3123;783720007;Saint Germain Boucles de Seine;Non
48.7444500011,1.95225000006;"{""type"": ""Point"", ""coordinates"": [1.952250000057014, 48.744450001122665]}";PISCINE;Le Mesnil-Saint-Denis;78397;1;3160;783970006;Haute Vallée de Chevreuse;Piscine
48.7374475005,1.95658049975;"{""type"": ""Point"", ""coordinates"": [1.956580499754001, 48.7374475005293]}";COLLEGE SAINTE THERESE;Le Mesnil-Saint-Denis;78397;2;3161;783970007;Haute Vallée de Chevreuse;Etablissement scolaire
48.755165001,1.83956000006;"{""type"": ""Point"", ""coordinates"": [1.839560000063488, 48.75516500104058]}";PONEY CLUB DES MESNULS;Les Mesnuls;78398;2;3164;783980003;Cœur d'Yvelines;Non
49.002508001,1.90556799996;"{""type"": ""Point"", ""coordinates"": [1.905567999960615, 49.002508000980384]}";PISCINE DE L'EAUBELLE;Meulan-en-Yvelines;78401;5;3165;784010001;Grand Paris Seine & Oise;Piscine
49.0013050024,1.90419333264;"{""type"": ""Point"", ""coordinates"": [1.904193332641727, 49.001305002425234]}";TENNIS DE L'ILE BELLE;Meulan-en-Yvelines;78401;14;3166;784010002;Grand Paris Seine & Oise;Non
49.0046600011,1.91737500057;"{""type"": ""Point"", ""coordinates"": [1.917375000573151, 49.00466000112597]}";ETABLISSEMENT MERCIER SAINT PAUL;Meulan-en-Yvelines;78401;2;3175;784010013;Grand Paris Seine & Oise;Etablissement scolaire
48.9135525043,2.13049000425;"{""type"": ""Point"", ""coordinates"": [2.130490004247176, 48.9135525042615]}";STADE DES PETITS CHENES;Montesson;78418;4;3195;784180002;Saint Germain Boucles de Seine;Non
48.9094450009,2.1532800002;"{""type"": ""Point"", ""coordinates"": [2.153280000195917, 48.90944500093416]}";GYMNASE PERGAUD;Montesson;78418;2;3198;784180005;Saint Germain Boucles de Seine;Non
48.7771050007,2.03885499899;"{""type"": ""Point"", ""coordinates"": [2.038854998991035, 48.777105000688906]}";PARC DES SPORTS JEAN MARECHAL;Montigny-le-Bretonneux;78423;2;3214;784230008;Saint-Quentin-en-Yvelines;Non
49.0468720008,1.65042200023;"{""type"": ""Point"", ""coordinates"": [1.650422000225182, 49.0468720008432]}";SALLE DES FETES;Mousseaux-sur-Seine;78437;1;3239;784370001;Grand Paris Seine & Oise;Non
48.9707383355,1.92077333578;"{""type"": ""Point"", ""coordinates"": [1.920773335783958, 48.97073833552311]}";COSEC PABLO NERUDA;Les Mureaux;78440;11;3241;784400002;Grand Paris Seine & Oise;Non
48.9830350089,1.88758000336;"{""type"": ""Point"", ""coordinates"": [1.887580003363202, 48.983035008946175]}";CIRCUIT MOTO GILLES LALAY OU MX PARK 8;Les Mureaux;78440;6;3256;784400017;Grand Paris Seine & Oise;Non
48.9390075015,1.83973750267;"{""type"": ""Point"", ""coordinates"": [1.839737502666655, 48.939007501480624]}";ESPACE PIERRE BREMARD;Nézel;78451;5;3268;784510001;Grand Paris Seine & Oise;Non
48.8412205009,2.06771900012;"{""type"": ""Point"", ""coordinates"": [2.067719000117202, 48.841220500868346]}";GYMNASE DES PRINCES;Noisy-le-Roi;78455;2;3270;784550002;Versailles Grand Parc;Non
48.8411325017,1.70543999927;"{""type"": ""Point"", ""coordinates"": [1.705439999271294, 48.84113250170987]}";SALLE POLYVALENTE ET SQUARE DU PRE ROMAIN;Orgerus;78465;5;3277;784650003;Pays Houdanais;Non
48.8428800012,1.70287999973;"{""type"": ""Point"", ""coordinates"": [1.702879999728664, 48.842880001197905]}";COLLEGE GEORGES POMPIDOU;Orgerus;78465;1;3278;784650004;Pays Houdanais;Etablissement scolaire
48.9129700006,1.98274999989;"{""type"": ""Point"", ""coordinates"": [1.982749999891055, 48.91297000059968]}";TERRAIN DE BASE-BALL;Orgeval;78466;1;3282;784660003;Grand Paris Seine & Oise;Non
48.8881700008,2.09854000049;"{""type"": ""Point"", ""coordinates"": [2.098540000486492, 48.88817000080639]}";GYMNASE GENERAL LECLERC;Le Pecq;78481;2;3297;784810005;Saint Germain Boucles de Seine;Non
48.8786750012,2.09654500015;"{""type"": ""Point"", ""coordinates"": [2.096545000148847, 48.87867500122025]}";JARDIN DE L'EUROPE;Le Pecq;78481;2;3301;784810010;Saint Germain Boucles de Seine;Non
48.9266803343,2.03657966817;"{""type"": ""Point"", ""coordinates"": [2.03657966817104, 48.926680334301814]}";COLLEGE NOTRE DAME;Poissy;78498;4;3347;784980020;Grand Paris Seine & Oise;Etablissement scolaire
48.5530600008,1.91292000053;"{""type"": ""Point"", ""coordinates"": [1.912920000530737, 48.55306000079889]}";Salle polyvalente;Ponthévrard;78499;1;3349;784990001;Rambouillet Territoires;Non
48.6403900033,1.79512749626;"{""type"": ""Point"", ""coordinates"": [1.795127496264945, 48.64039000331452]}";CENTRE D'ENSEIGNEMENT ZOOTECHNIQUE;Rambouillet;78517;4;3380;785170008;Rambouillet Territoires;Etablissement scolaire
48.6364050074,1.8205233419;"{""type"": ""Point"", ""coordinates"": [1.820523341897477, 48.63640500742668]}";LYCEE POLYVALENT LOUIS BASCAN;Rambouillet;78517;11;3388;785170018;Rambouillet Territoires;Etablissement scolaire
48.904706001,1.68438499974;"{""type"": ""Point"", ""coordinates"": [1.684384999739296, 48.90470600100799]}";L'ECURIE DE L'OREE DU BOIS;Rosay;78530;3;3400;785300001;Pays Houdanais;Non
49.001300001,1.64412000034;"{""type"": ""Point"", ""coordinates"": [1.644120000340848, 49.00130000100185]}";GYMNASE CESAR MASSERA;Rosny-sur-Seine;78531;1;3407;785310007;Grand Paris Seine & Oise;Non
49.0534533473,1.79254779177;"{""type"": ""Point"", ""coordinates"": [1.792547791774385, 49.05345334725194]}";GOLF DU PRIEURE;Sailly;78536;10;3409;785360002;Grand Paris Seine & Oise;Non
48.8365366702,1.90175333771;"{""type"": ""Point"", ""coordinates"": [1.901753337711452, 48.83653667016484]}";ESPACE LOISIRS;Saint-Germain-de-la-Grange;78550;4;3426;785500001;Cœur d'Yvelines;Non
48.9049500007,2.09692999969;"{""type"": ""Point"", ""coordinates"": [2.096929999690037, 48.904950000679634]}";SENTIER SPORTIF SYLVESTRE DE LA FORET DE SAINT GERMAIN;Saint-Germain-en-Laye;78551;1;3434;785510007;Saint Germain Boucles de Seine;Non
48.8599300011,2.02134000022;"{""type"": ""Point"", ""coordinates"": [2.021340000218999, 48.85993000107271]}";SALLE DE GYMNASTIQUE;Saint-Nom-la-Bretèche;78571;1;3474;785710004;Gally Mauldre;Non
48.8559885012,2.02076900055;"{""type"": ""Point"", ""coordinates"": [2.020769000546101, 48.855988501195235]}";POLE SPORTIF TEDDY RINER;Saint-Nom-la-Bretèche;78571;4;3479;785710010;Gally Mauldre;Complexe sportif
48.925000001,2.16214999983;"{""type"": ""Point"", ""coordinates"": [2.162149999832157, 48.9250000009666]}";COSEC EVARISTE GALLOIS;Sartrouville;78586;3;3487;785860002;Saint Germain Boucles de Seine;Non
48.9428025013,2.20106750046;"{""type"": ""Point"", ""coordinates"": [2.201067500462404, 48.94280250126165]}";COSEC ROMAIN ROLLAND;Sartrouville;78586;4;3494;785860009;Saint Germain Boucles de Seine;Complexe sportif
48.9427980006,2.20280500046;"{""type"": ""Point"", ""coordinates"": [2.202805000457013, 48.94279800064727]}";SALLE MARCEL CERDAN;Sartrouville;78586;1;3506;785860026;Saint Germain Boucles de Seine;Non
48.6887833341,1.9797233329;"{""type"": ""Point"", ""coordinates"": [1.979723332898988, 48.68878333409499]}";TENNIS ET PLATEAU D'EVOLUTION;Senlisse;78590;3;3509;785900001;Haute Vallée de Chevreuse;Non
48.6070633379,1.87597999571;"{""type"": ""Point"", ""coordinates"": [1.875979995714591, 48.60706333792193]}";ECURIES AL ANDALUS;Sonchamp;78601;3;3521;786010005;Rambouillet Territoires;Non
49.0243833345,1.92323000086;"{""type"": ""Point"", ""coordinates"": [1.923230000857861, 49.02438333454346]}";PARC DE L'AUBETTE;Tessancourt-sur-Aubette;78609;3;3527;786090002;Grand Paris Seine & Oise;Non
48.8509200013,1.91627000039;"{""type"": ""Point"", ""coordinates"": [1.91627000039453, 48.85092000126551]}";JARDIN PUBLIC;Thiverval-Grignon;78615;2;3529;786150002;Cœur d'Yvelines;Non
48.7764250014,1.99623000128;"{""type"": ""Point"", ""coordinates"": [1.996230001281751, 48.776425001372324]}";GYMNASE RENE ROUSSEAU;Trappes;78621;4;3544;786210005;Saint-Quentin-en-Yvelines;Non
48.772090001,2.01028000058;"{""type"": ""Point"", ""coordinates"": [2.010280000579963, 48.77209000102451]}";STADE JEAN MACE;Trappes;78621;1;3546;786210009;Saint-Quentin-en-Yvelines;Non
48.9981560056,2.01234798262;"{""type"": ""Point"", ""coordinates"": [2.012347982617415, 48.99815600559094]}";COMPLEXE SPORTIF ESPACE GASTON CHIRAC;Triel-sur-Seine;78624;5;3562;786240001;Grand Paris Seine & Oise;Non
48.9789300005,2.01982000059;"{""type"": ""Point"", ""coordinates"": [2.019820000586944, 48.97893000050431]}";ESPACE RAYMOND FRADET;Triel-sur-Seine;78624;1;3564;786240003;Grand Paris Seine & Oise;Non
48.7869000008,2.1873099997;"{""type"": ""Point"", ""coordinates"": [2.187309999695361, 48.78690000080972]}";TERRAIN DE PETANQUE;Vélizy-Villacoublay;78640;1;3585;786400012;Versailles Grand Parc;Non
48.9683366708,1.99149833193;"{""type"": ""Point"", ""coordinates"": [1.991498331932422, 48.96833667078878]}";LES BUISSONS;Vernouillet;78643;9;3606;786430005;Grand Paris Seine & Oise;Non
48.7959000013,2.12713000027;"{""type"": ""Point"", ""coordinates"": [2.12713000026883, 48.795900001343966]}";SALLE DE SPORTS J.J. THARAUD;Versailles;78646;1;3634;786460020;Versailles Grand Parc;Non
48.8937200008,2.13752000043;"{""type"": ""Point"", ""coordinates"": [2.137520000427894, 48.89372000080055]}";MJC;Le Vésinet;78650;3;3671;786500006;Saint Germain Boucles de Seine;Non
48.9288600012,1.69071999991;"{""type"": ""Point"", ""coordinates"": [1.690719999910852, 48.928860001200384]}";TERRAIN DE SPORTS;Villette;78677;1;3690;786770002;Pays Houdanais;Non
48.8223800009,1.88817749991;"{""type"": ""Point"", ""coordinates"": [1.888177499908367, 48.82238000092469]}";TENNIS ET SALLES OMINSPORTS;Villiers-Saint-Frédéric;78683;6;3692;786830001;Cœur d'Yvelines;Complexe sportif
48.7557000012,2.06602999983;"{""type"": ""Point"", ""coordinates"": [2.066029999830917, 48.755700001152114]}";ESPACE DE LA BRETONNIERE;Voisins-le-Bretonneux;78688;1;3713;786880007;Saint-Quentin-en-Yvelines;Non
48.5894700012,2.25177000057;"{""type"": ""Point"", ""coordinates"": [2.251770000567008, 48.589470001233465]}";ECOLE VICTOR HUGO;Arpajon;91021;1;3727;910210002;Cœur d’Essonne Agglomération;Etablissement scolaire
48.7127900014,2.39446000066;"{""type"": ""Point"", ""coordinates"": [2.394460000655329, 48.712790001362585]}";GYMNASE G. ARGANT;Athis-Mons;91027;4;3737;910270004;Grand-Orly Seine Bièvre (T12);Non
48.7044110011,2.39074000029;"{""type"": ""Point"", ""coordinates"": [2.390740000288408, 48.704411001113314]}";BOULODROME;Athis-Mons;91027;1;3742;910270009;Grand-Orly Seine Bièvre (T12);Non
48.7055500007,2.39298000018;"{""type"": ""Point"", ""coordinates"": [2.392980000183809, 48.7055500007114]}";ESPACE COLUCHE;Athis-Mons;91027;1;3745;910270013;Grand-Orly Seine Bièvre (T12);Non
48.7048910005,2.36490899961;"{""type"": ""Point"", ""coordinates"": [2.364908999605601, 48.704891000540535]}";TERRIAN DE FOOTBALL DE L'ORME ROBINET;Athis-Mons;91027;1;3747;910270017;Grand-Orly Seine Bièvre (T12);Non
48.7128300011,2.39633000011;"{""type"": ""Point"", ""coordinates"": [2.396330000110842, 48.7128300010903]}";TERRAIN  DE LALANDE;Athis-Mons;91027;1;3751;910270022;Grand-Orly Seine Bièvre (T12);Non
48.7250255009,2.40933200061;"{""type"": ""Point"", ""coordinates"": [2.409332000609185, 48.72502550090979]}";stade barran;Athis-Mons;91027;2;3752;910270024;Grand-Orly Seine Bièvre (T12);Complexe sportif
48.4915900012,2.21900999989;"{""type"": ""Point"", ""coordinates"": [2.219009999889678, 48.49159000122348]}";SALLE POLYVALENTE;Auvers-Saint-Georges;91038;1;3755;910380001;Entre Juine et Renarde;Non
48.4896433352,2.2227200047;"{""type"": ""Point"", ""coordinates"": [2.222720004701098, 48.48964333524248]}";STADE THIERRY GUITTARD;Auvers-Saint-Georges;91038;3;3756;910380002;Entre Juine et Renarde;Non
48.5181300056,2.38039832906;"{""type"": ""Point"", ""coordinates"": [2.380398329064424, 48.51813000555166]}";PONEY CLUB DE REVE;Ballancourt-sur-Essonne;91045;6;3763;910450003;Val d’Essonne;Non
48.7549546238,2.22196692547;"{""type"": ""Point"", ""coordinates"": [2.221966925471126, 48.75495462382475]}";STADE MUNICIPAL;Bièvres;91064;15;3769;910640001;Versailles Grand Parc;Complexe sportif
48.330320002,2.36925999718;"{""type"": ""Point"", ""coordinates"": [2.369259997180683, 48.330320002015384]}";LES ECURIES DES CARNEAUX;Boigneville;91069;3;3773;910690001;2 Vallées;Non
48.6138000009,2.38178000066;"{""type"": ""Point"", ""coordinates"": [2.381780000664358, 48.61380000093552]}";SALLE MALRAUX;Bondoufle;91086;1;3795;910860007;Grand Paris Sud Seine Essonne Sénart;Non
48.6171500006,2.38226000001;"{""type"": ""Point"", ""coordinates"": [2.382260000005504, 48.61715000064025]}";SALLE DE MUSCULATION;Bondoufle;91086;1;3796;910860008;Grand Paris Sud Seine Essonne Sénart;Non
48.6884650022,2.52136500421;"{""type"": ""Point"", ""coordinates"": [2.521365004209736, 48.688465002199386]}";STADE DU GORD;Boussy-Saint-Antoine;91097;2;3811;910970006;Val d'Yerres Val de Seine;Non
48.6922000007,2.53160000034;"{""type"": ""Point"", ""coordinates"": [2.531600000338709, 48.69220000066439]}";PLATEAU D'EVOLUTION;Boussy-Saint-Antoine;91097;1;3813;910970008;Val d'Yerres Val de Seine;Non
48.4354000005,2.37602999975;"{""type"": ""Point"", ""coordinates"": [2.376029999749188, 48.435400000493054]}";FOYER RURAL;Boutigny-sur-Essonne;91099;2;3821;910990005;2 Vallées;Non
48.6067000007,2.30826000031;"{""type"": ""Point"", ""coordinates"": [2.308260000308491, 48.60670000067705]}";GYMNASE JOLIOT CURIE;Brétigny-sur-Orge;91103;2;3830;911030008;Cœur d’Essonne Agglomération;Non
48.6020000011,2.30974999952;"{""type"": ""Point"", ""coordinates"": [2.309749999517097, 48.602000001100365]}";TERRAIN DES ARDRETS;Brétigny-sur-Orge;91103;1;3835;911030013;Cœur d’Essonne Agglomération;Non
48.6225000009,2.31198000059;"{""type"": ""Point"", ""coordinates"": [2.311980000587495, 48.62250000092157]}";TERRAIN DE ROSIERES;Brétigny-sur-Orge;91103;1;3837;911030015;Cœur d’Essonne Agglomération;Non
48.5666100008,2.17217000063;"{""type"": ""Point"", ""coordinates"": [2.172170000633504, 48.566610000791925]}";SALLE DES FETES GERVAIS PAJADON;Breuillet;91105;1;3852;911050009;Cœur d’Essonne Agglomération;Non
48.4560066682,2.15532333273;"{""type"": ""Point"", ""coordinates"": [2.155323332729481, 48.456006668191876]}";PARC DE LOISIRS LA FAISANDERIE;Brières-les-Scellés;91109;8;3861;911090004;L'Étampois Sud Essonne;Non
48.6909000006,2.49728999988;"{""type"": ""Point"", ""coordinates"": [2.497289999884993, 48.690900000623714]}";STADE MUNICIPAL;Brunoy;91114;2;3868;911140003;Val d'Yerres Val de Seine;Non
48.708500001,2.51122000064;"{""type"": ""Point"", ""coordinates"": [2.511220000641523, 48.708500000956825]}";MINI STADIUM MARDELLES;Brunoy;91114;1;3876;911140012;Val d'Yerres Val de Seine;Non
48.6948000009,2.49104000033;"{""type"": ""Point"", ""coordinates"": [2.491040000330285, 48.6948000008623]}";INSTITUT SAINT PIERRE;Brunoy;91114;6;3878;911140015;Val d'Yerres Val de Seine;Etablissement scolaire
48.6983000011,2.51002000003;"{""type"": ""Point"", ""coordinates"": [2.510020000029306, 48.69830000111007]}";ASSOCIATION D'EDUCATION SPECIALISEE ADES;Brunoy;91114;2;3884;911140021;Val d'Yerres Val de Seine;Non
48.5974120013,2.19958300041;"{""type"": ""Point"", ""coordinates"": [2.199583000411257, 48.5974120013211]}";SALLE DE MORIONVILLE;Bruyères-le-Châtel;91115;1;3887;911150003;Cœur d’Essonne Agglomération;Non
48.6978933355,2.15932500063;"{""type"": ""Point"", ""coordinates"": [2.159325000627417, 48.69789333550833]}";STADE LOUIS CHABRAT;Bures-sur-Yvette;91122;7;3894;911220001;Communauté Paris-Saclay;Complexe sportif
48.418720001,2.05543000015;"{""type"": ""Point"", ""coordinates"": [2.055430000154324, 48.41872000101353]}";CENTRE ÉQUESTRE LA MORANDIERE;Chalo-Saint-Mars;91130;2;3907;911300005;L'Étampois Sud Essonne;Non
48.3872000011,2.02085500083;"{""type"": ""Point"", ""coordinates"": [2.020855000828785, 48.38720000110555]}";ESPACE SPORTIF J ET ML GALLON;Chalou-Moulineux;91131;2;3908;911310001;L'Étampois Sud Essonne;Non
48.5154000005,2.44413999992;"{""type"": ""Point"", ""coordinates"": [2.444139999919159, 48.515400000478394]}";FOYER RURAL;Champcueil;91135;1;3913;911350003;Val d’Essonne;Non
48.5515000007,2.26440999958;"{""type"": ""Point"", ""coordinates"": [2.264409999584345, 48.551500000661264]}";SALLE POLYVALENTE;Cheptainville;91156;1;3922;911560001;Cœur d’Essonne Agglomération;Non
48.5344550024,2.44265333422;"{""type"": ""Point"", ""coordinates"": [2.442653334222453, 48.53445500237324]}";COMPLEXE SPORTIF;Chevannes;91159;7;3925;911590001;Val d’Essonne;Non
48.5341620092,2.45283001446;"{""type"": ""Point"", ""coordinates"": [2.452830014461124, 48.534162009187256]}";GOLF DE CHEVANNES - MENNECY;Chevannes;91159;5;3926;911590002;Val d’Essonne;Non
48.7046770011,2.30856699969;"{""type"": ""Point"", ""coordinates"": [2.308566999685829, 48.70467700107868]}";MAISON DES ADOS;Chilly-Mazarin;91161;1;3933;911610007;Communauté Paris-Saclay;Non
48.6042000006,2.46900000021;"{""type"": ""Point"", ""coordinates"": [2.469000000209784, 48.604200000579496]}";ANNEXE PAUL DOUMER;Corbeil-Essonnes;91174;2;3944;911740007;Grand Paris Sud Seine Essonne Sénart;Non
48.6110000013,2.48574000023;"{""type"": ""Point"", ""coordinates"": [2.48574000022957, 48.61100000126683]}";PLATEAU OMNISPORT;Corbeil-Essonnes;91174;1;3952;911740015;Grand Paris Sud Seine Essonne Sénart;Non
48.6106000012,2.48512000043;"{""type"": ""Point"", ""coordinates"": [2.485120000430578, 48.61060000120424]}";COLLEGE PRIVE SAINT SPIRE;Corbeil-Essonnes;91174;1;3968;911740032;Grand Paris Sud Seine Essonne Sénart;Etablissement scolaire
